Month,100 metres,400 metres,10000 metres
1967-03,22.369,19.93,13.125
1967-04,22.369,19.93,13.125
1967-05,22.369,19.93,13.125
1967-06,22.369,19.93,13.125
1967-07,22.369,19.93,13.125
1967-08,22.369,19.93,13.125
1967-09,22.369,19.93,13.125
1967-10,22.369,19.93,13.125
1967-11,22.369,19.93,13.125
1967-12,22.369,19.93,13.125
1968-01,22.369,19.93,13.125
1968-02,22.369,19.93,13.125
1968-03,22.369,19.93,13.125
1968-04,22.369,19.93,13.125
1968-05,22.369,19.93,13.125
1968-06,22.369,19.93,13.125
1968-07,22.369,19.93,13.125
1968-08,22.369,19.93,13.125
1968-09,22.369,19.93,13.125
1968-10,22.482,19.93,13.125
1968-11,22.482,19.93,13.125
1968-12,22.482,19.93,13.125
1969-01,22.482,19.93,13.125
1969-02,22.482,19.93,13.125
1969-03,22.482,19.93,13.125
1969-04,22.482,19.93,13.125
1969-05,22.482,19.93,13.125
1969-06,22.482,19.93,13.125
1969-07,22.482,19.93,13.125
1969-08,22.482,19.93,13.125
1969-09,22.482,19.93,13.125
1969-10,22.482,19.93,13.125
1969-11,22.482,19.93,13.125
1969-12,22.482,19.93,13.125
1970-01,22.482,19.93,13.125
1970-02,22.482,19.93,13.125
1970-03,22.482,19.93,13.125
1970-04,22.482,19.93,13.125
1970-05,22.482,19.93,13.125
1970-06,22.482,19.93,13.125
1970-07,22.482,19.93,13.125
1970-08,22.482,19.93,13.125
1970-09,22.482,19.93,13.125
1970-10,22.482,19.93,13.125
1970-11,22.482,19.93,13.125
1970-12,22.482,19.93,13.125
1971-01,22.482,19.93,13.125
1971-02,22.482,19.93,13.125
1971-03,22.482,19.93,13.125
1971-04,22.482,19.93,13.125
1971-05,22.482,19.93,13.125
1971-06,22.482,19.93,13.125
1971-07,22.482,19.93,13.125
1971-08,22.482,19.93,13.125
1971-09,22.482,19.93,13.125
1971-10,22.482,19.93,13.125
1971-11,22.482,19.93,13.125
1971-12,22.482,19.93,13.125
1972-01,22.482,19.93,13.125
1972-02,22.482,19.93,13.125
1972-03,22.482,19.93,13.125
1972-04,22.482,19.93,13.125
1972-05,22.482,19.93,13.125
1972-06,22.482,19.93,13.125
1972-07,22.482,19.93,13.125
1972-08,22.482,19.93,13.369
1972-09,22.482,19.93,13.489
1972-10,22.482,19.93,13.489
1972-11,22.482,19.93,13.489
1972-12,22.482,19.93,13.489
1973-01,22.482,19.93,13.489
1973-02,22.482,19.93,13.489
1973-03,22.482,19.93,13.489
1973-04,22.482,19.93,13.489
1973-05,22.482,19.93,13.489
1973-06,22.482,19.93,13.489
1973-07,22.482,19.93,13.489
1973-08,22.482,19.93,13.489
1973-09,22.482,19.93,13.489
1973-10,22.482,19.93,13.489
1973-11,22.482,19.93,13.489
1973-12,22.482,19.93,13.489
1974-01,22.482,19.93,13.489
1974-02,22.482,19.93,13.489
1974-03,22.482,19.93,13.489
1974-04,22.482,19.93,13.489
1974-05,22.482,19.93,13.489
1974-06,22.482,19.93,13.489
1974-07,22.482,19.93,13.489
1974-08,22.482,19.93,13.489
1974-09,22.482,19.93,13.489
1974-10,22.482,19.93,13.489
1974-11,22.482,19.93,13.489
1974-12,22.482,19.93,13.489
1975-01,22.482,19.93,13.489
1975-02,22.482,19.93,13.489
1975-03,22.482,19.93,13.489
1975-04,22.482,19.93,13.489
1975-05,22.482,19.93,13.489
1975-06,22.482,19.93,13.489
1975-07,22.482,19.93,13.489
1975-08,22.482,19.93,13.489
1975-09,22.482,19.93,13.489
1975-10,22.482,19.93,13.489
1975-11,22.482,19.93,13.489
1975-12,22.482,19.93,13.489
1976-01,22.482,19.93,13.489
1976-02,22.482,19.93,13.489
1976-03,22.482,19.93,13.489
1976-04,22.482,19.93,13.489
1976-05,22.482,19.93,13.489
1976-06,22.482,19.93,13.489
1976-07,22.482,19.93,13.489
1976-08,22.482,19.93,13.489
1976-09,22.482,19.93,13.489
1976-10,22.482,19.93,13.489
1976-11,22.482,19.93,13.489
1976-12,22.482,19.93,13.489
1977-01,22.482,19.93,13.489
1977-02,22.482,19.93,13.489
1977-03,22.482,19.93,13.489
1977-04,22.482,19.93,13.489
1977-05,22.482,19.93,13.489
1977-06,22.482,19.93,13.489
1977-07,22.482,19.93,13.489
1977-08,22.482,19.93,13.489
1977-09,22.482,19.93,13.489
1977-10,22.482,19.93,13.489
1977-11,22.482,19.93,13.489
1977-12,22.482,19.93,13.489
1978-01,22.482,19.93,13.489
1978-02,22.482,19.93,13.489
1978-03,22.482,19.93,13.489
1978-04,22.482,19.93,13.489
1978-05,22.482,19.93,13.489
1978-06,22.482,19.93,13.489
1978-07,22.482,19.93,13.489
1978-08,22.482,19.93,13.489
1978-09,22.482,19.93,13.489
1978-10,22.482,19.93,13.489
1978-11,22.482,19.93,13.489
1978-12,22.482,19.93,13.489
1979-01,22.482,19.93,13.489
1979-02,22.482,19.93,13.489
1979-03,22.482,19.93,13.489
1979-04,22.482,19.93,13.489
1979-05,22.482,19.93,13.489
1979-06,22.482,19.93,13.489
1979-07,22.482,19.93,13.489
1979-08,22.482,19.93,13.489
1979-09,22.482,19.93,13.489
1979-10,22.482,19.93,13.489
1979-11,22.482,19.93,13.489
1979-12,22.482,19.93,13.489
1980-01,22.482,19.93,13.489
1980-02,22.482,19.93,13.489
1980-03,22.482,19.93,13.489
1980-04,22.482,19.93,13.489
1980-05,22.482,19.93,13.489
1980-06,22.482,19.93,13.489
1980-07,22.482,19.93,13.489
1980-08,22.482,19.93,13.489
1980-09,22.482,19.93,13.489
1980-10,22.482,19.93,13.489
1980-11,22.482,19.93,13.489
1980-12,22.482,19.93,13.489
1981-01,22.482,19.93,13.489
1981-02,22.482,19.93,13.489
1981-03,22.482,19.93,13.489
1981-04,22.482,19.93,13.489
1981-05,22.482,19.93,13.489
1981-06,22.482,19.93,13.489
1981-07,22.482,19.93,13.489
1981-08,22.482,19.93,13.489
1981-09,22.482,19.93,13.489
1981-10,22.482,19.93,13.489
1981-11,22.482,19.93,13.489
1981-12,22.482,19.93,13.489
1982-01,22.482,19.93,13.489
1982-02,22.482,19.93,13.489
1982-03,22.482,19.93,13.489
1982-04,22.482,19.93,13.489
1982-05,22.482,19.93,13.489
1982-06,22.482,19.93,13.489
1982-07,22.482,19.93,13.489
1982-08,22.482,19.93,13.489
1982-09,22.482,19.93,13.489
1982-10,22.482,19.93,13.489
1982-11,22.482,19.93,13.489
1982-12,22.482,19.93,13.489
1983-01,22.482,19.93,13.489
1983-02,22.482,19.93,13.489
1983-03,22.482,19.93,13.489
1983-04,22.482,19.93,13.489
1983-05,22.482,19.93,13.489
1983-06,22.482,19.93,13.489
1983-07,22.482,19.93,13.489
1983-08,22.482,19.93,13.489
1983-09,22.482,19.93,13.489
1983-10,22.482,19.93,13.489
1983-11,22.482,19.93,13.489
1983-12,22.482,19.93,13.489
1984-01,22.482,19.93,13.489
1984-02,22.482,19.93,13.489
1984-03,22.482,19.93,13.489
1984-04,22.482,19.93,13.489
1984-05,22.482,19.93,13.489
1984-06,22.482,19.93,13.489
1984-07,22.482,19.93,13.489
1984-08,22.482,19.93,13.489
1984-09,22.482,19.93,13.489
1984-10,22.482,19.93,13.489
1984-11,22.482,19.93,13.489
1984-12,22.482,19.93,13.489
1985-01,22.482,19.93,13.489
1985-02,22.482,19.93,13.489
1985-03,22.482,19.93,13.489
1985-04,22.482,19.93,13.489
1985-05,22.482,19.93,13.489
1985-06,22.482,19.93,13.489
1985-07,22.482,19.93,13.489
1985-08,22.482,19.93,13.489
1985-09,22.482,19.93,13.489
1985-10,22.482,19.93,13.489
1985-11,22.482,19.93,13.489
1985-12,22.482,19.93,13.489
1986-01,22.482,19.93,13.489
1986-02,22.482,19.93,13.489
1986-03,22.482,19.93,13.489
1986-04,22.482,19.93,13.489
1986-05,22.482,19.93,13.489
1986-06,22.482,19.93,13.489
1986-07,22.482,19.93,13.489
1986-08,22.482,19.93,13.489
1986-09,22.482,19.93,13.489
1986-10,22.482,19.93,13.489
1986-11,22.482,19.93,13.489
1986-12,22.482,19.93,13.489
1987-01,22.482,19.93,13.489
1987-02,22.482,19.93,13.489
1987-03,22.482,19.93,13.489
1987-04,22.482,19.93,13.489
1987-05,22.482,19.93,13.489
1987-06,22.482,19.93,13.489
1987-07,22.482,19.93,13.489
1987-08,22.482,19.93,13.489
1987-09,22.482,19.93,13.489
1987-10,22.482,19.93,13.489
1987-11,22.482,19.93,13.489
1987-12,22.482,19.93,13.489
1988-01,22.482,19.93,13.489
1988-02,22.482,19.93,13.489
1988-03,22.482,19.93,13.489
1988-04,22.482,19.93,13.489
1988-05,22.482,19.93,13.489
1988-06,22.482,19.93,13.489
1988-07,22.482,19.93,13.489
1988-08,22.482,19.93,13.489
1988-09,22.55,19.93,13.628
1988-10,22.55,19.93,13.628
1988-11,22.55,19.93,13.628
1988-12,22.55,19.93,13.628
1989-01,22.55,19.93,13.628
1989-02,22.55,19.93,13.628
1989-03,22.55,19.93,13.628
1989-04,22.55,19.93,13.628
1989-05,22.55,19.93,13.628
1989-06,22.55,19.93,13.628
1989-07,22.55,19.93,13.628
1989-08,22.55,19.93,13.628
1989-09,22.55,19.93,13.628
1989-10,22.55,19.93,13.628
1989-11,22.55,19.93,13.628
1989-12,22.55,19.93,13.628
1990-01,22.55,19.93,13.628
1990-02,22.55,19.93,13.628
1990-03,22.55,19.93,13.628
1990-04,22.55,19.93,13.628
1990-05,22.55,19.93,13.628
1990-06,22.55,19.93,13.628
1990-07,22.55,19.93,13.628
1990-08,22.55,19.93,13.628
1990-09,22.55,19.93,13.628
1990-10,22.55,19.93,13.628
1990-11,22.55,19.93,13.628
1990-12,22.55,19.93,13.628
1991-01,22.55,19.93,13.628
1991-02,22.55,19.93,13.628
1991-03,22.55,19.93,13.628
1991-04,22.55,19.93,13.628
1991-05,22.55,19.93,13.628
1991-06,22.55,19.93,13.628
1991-07,22.55,19.93,13.628
1991-08,22.55,19.93,13.628
1991-09,22.55,19.93,13.628
1991-10,22.55,19.93,13.628
1991-11,22.55,19.93,13.628
1991-12,22.55,19.93,13.628
1992-01,22.55,19.93,13.628
1992-02,22.55,19.93,13.628
1992-03,22.55,19.93,13.628
1992-04,22.55,19.93,13.628
1992-05,22.55,19.93,13.628
1992-06,22.55,19.93,13.628
1992-07,22.55,19.93,13.628
1992-08,22.55,20.57,13.628
1992-09,22.55,20.57,13.628
1992-10,22.55,20.57,13.628
1992-11,22.55,20.57,13.628
1992-12,22.55,20.57,13.628
1993-01,22.55,20.57,13.628
1993-02,22.55,20.57,13.628
1993-03,22.55,20.57,13.628
1993-04,22.55,20.57,13.628
1993-05,22.55,20.57,13.628
1993-06,22.55,20.57,13.628
1993-07,22.55,20.57,13.628
1993-08,22.55,20.57,13.628
1993-09,22.55,20.57,13.628
1993-10,22.55,20.57,13.628
1993-11,22.55,20.57,13.628
1993-12,22.55,20.57,13.628
1994-01,22.55,20.57,13.628
1994-02,22.55,20.57,13.628
1994-03,22.55,20.57,13.628
1994-04,22.55,20.57,13.628
1994-05,22.55,20.57,13.628
1994-06,22.55,20.57,13.628
1994-07,22.55,20.57,13.628
1994-08,22.55,20.57,13.628
1994-09,22.55,20.57,13.628
1994-10,22.55,20.57,13.628
1994-11,22.55,20.57,13.628
1994-12,22.55,20.57,13.628
1995-01,22.55,20.57,13.628
1995-02,22.55,20.57,13.628
1995-03,22.55,20.57,13.628
1995-04,22.55,20.57,13.628
1995-05,22.55,20.57,13.628
1995-06,22.55,20.57,13.628
1995-07,22.55,20.57,13.628
1995-08,22.55,20.57,13.628
1995-09,22.55,20.57,13.628
1995-10,22.55,20.57,13.628
1995-11,22.55,20.57,13.628
1995-12,22.55,20.57,13.628
1996-01,22.55,20.57,13.628
1996-02,22.55,20.57,13.628
1996-03,22.55,20.57,13.628
1996-04,22.55,20.57,13.628
1996-05,22.55,20.57,13.628
1996-06,22.55,20.57,13.628
1996-07,22.733,20.57,13.746
1996-08,22.733,20.57,13.746
1996-09,22.733,20.57,13.746
1996-10,22.733,20.57,13.746
1996-11,22.733,20.57,13.746
1996-12,22.733,20.57,13.746
1997-01,22.733,20.57,13.746
1997-02,22.733,20.57,13.746
1997-03,22.733,20.57,13.746
1997-04,22.733,20.57,13.746
1997-05,22.733,20.57,13.746
1997-06,22.733,20.57,13.746
1997-07,22.733,20.57,13.746
1997-08,22.733,20.57,13.746
1997-09,22.733,20.57,13.746
1997-10,22.733,20.57,13.746
1997-11,22.733,20.57,13.746
1997-12,22.733,20.57,13.746
1998-01,22.733,20.57,13.746
1998-02,22.733,20.57,13.746
1998-03,22.733,20.57,13.746
1998-04,22.733,20.57,13.746
1998-05,22.733,20.57,13.746
1998-06,22.733,20.57,13.746
1998-07,22.733,20.57,13.746
1998-08,22.733,20.57,13.746
1998-09,22.733,20.57,13.746
1998-10,22.733,20.57,13.746
1998-11,22.733,20.57,13.746
1998-12,22.733,20.57,13.746
1999-01,22.733,20.57,13.746
1999-02,22.733,20.57,13.746
1999-03,22.733,20.57,13.746
1999-04,22.733,20.57,13.746
1999-05,22.733,20.57,13.746
1999-06,22.733,20.57,13.746
1999-07,22.733,20.57,13.746
1999-08,22.733,20.57,13.746
1999-09,22.733,20.57,13.746
1999-10,22.733,20.57,13.746
1999-11,22.733,20.57,13.746
1999-12,22.733,20.57,13.746
2000-01,22.733,20.57,13.746
2000-02,22.733,20.57,13.746
2000-03,22.733,20.57,13.746
2000-04,22.733,20.57,13.746
2000-05,22.733,20.57,13.746
2000-06,22.733,20.57,13.746
2000-07,22.733,20.57,13.746
2000-08,22.733,20.57,13.746
2000-09,22.733,20.57,13.746
2000-10,22.733,20.57,13.746
2000-11,22.733,20.57,13.746
2000-12,22.733,20.57,13.746
2001-01,22.733,20.57,13.746
2001-02,22.733,20.57,13.746
2001-03,22.733,20.57,13.746
2001-04,22.733,20.57,13.746
2001-05,22.733,20.57,13.746
2001-06,22.733,20.57,13.746
2001-07,22.733,20.57,13.746
2001-08,22.733,20.57,13.746
2001-09,22.733,20.57,13.746
2001-10,22.733,20.57,13.746
2001-11,22.733,20.57,13.746
2001-12,22.733,20.57,13.746
2002-01,22.733,20.57,13.746
2002-02,22.733,20.57,13.746
2002-03,22.733,20.57,13.746
2002-04,22.733,20.57,13.746
2002-05,22.733,20.57,13.746
2002-06,22.733,20.57,13.746
2002-07,22.733,20.57,13.746
2002-08,22.733,20.57,13.746
2002-09,22.733,20.57,13.746
2002-10,22.733,20.57,13.746
2002-11,22.733,20.57,13.746
2002-12,22.733,20.57,13.746
2003-01,22.733,20.57,13.746
2003-02,22.733,20.57,13.746
2003-03,22.733,20.57,13.746
2003-04,22.733,20.57,13.746
2003-05,22.733,20.57,13.746
2003-06,22.733,20.57,13.746
2003-07,22.733,20.57,13.746
2003-08,22.733,20.57,13.746
2003-09,22.733,20.57,13.746
2003-10,22.733,20.57,13.746
2003-11,22.733,20.57,13.746
2003-12,22.733,20.57,13.746
2004-01,22.733,20.57,13.746
2004-02,22.733,20.57,13.746
2004-03,22.733,20.57,13.746
2004-04,22.733,20.57,13.746
2004-05,22.733,20.57,13.746
2004-06,22.733,20.57,13.746
2004-07,22.733,20.57,13.746
2004-08,22.733,20.57,13.765
2004-09,22.733,20.57,13.765
2004-10,22.733,20.57,13.765
2004-11,22.733,20.57,13.765
2004-12,22.733,20.57,13.765
2005-01,22.733,20.57,13.765
2005-02,22.733,20.57,13.765
2005-03,22.733,20.57,13.765
2005-04,22.733,20.57,13.765
2005-05,22.733,20.57,13.765
2005-06,22.733,20.57,13.765
2005-07,22.733,20.57,13.765
2005-08,22.733,20.57,13.765
2005-09,22.733,20.57,13.765
2005-10,22.733,20.57,13.765
2005-11,22.733,20.57,13.765
2005-12,22.733,20.57,13.765
2006-01,22.733,20.57,13.765
2006-02,22.733,20.57,13.765
2006-03,22.733,20.57,13.765
2006-04,22.733,20.57,13.765
2006-05,22.733,20.57,13.765
2006-06,22.733,20.57,13.765
2006-07,22.733,20.57,13.765
2006-08,22.733,20.57,13.765
2006-09,22.733,20.57,13.765
2006-10,22.733,20.57,13.765
2006-11,22.733,20.57,13.765
2006-12,22.733,20.57,13.765
2007-01,22.733,20.57,13.765
2007-02,22.733,20.57,13.765
2007-03,22.733,20.57,13.765
2007-04,22.733,20.57,13.765
2007-05,22.733,20.57,13.765
2007-06,22.733,20.57,13.765
2007-07,22.733,20.57,13.765
2007-08,22.733,20.57,13.765
2007-09,22.733,20.57,13.765
2007-10,22.733,20.57,13.765
2007-11,22.733,20.57,13.765
2007-12,22.733,20.57,13.765
2008-01,22.733,20.57,13.765
2008-02,22.733,20.57,13.765
2008-03,22.733,20.57,13.765
2008-04,22.733,20.57,13.765
2008-05,22.733,20.57,13.765
2008-06,22.733,20.57,13.765
2008-07,22.733,20.57,13.765
2008-08,23.085,20.57,13.798
2008-09,23.085,20.57,13.798
2008-10,23.085,20.57,13.798
2008-11,23.085,20.57,13.798
2008-12,23.085,20.57,13.798
2009-01,23.085,20.57,13.798
2009-02,23.085,20.57,13.798
2009-03,23.085,20.57,13.798
2009-04,23.085,20.57,13.798
2009-05,23.085,20.57,13.798
2009-06,23.085,20.57,13.798
2009-07,23.085,20.57,13.798
2009-08,23.085,20.57,13.798
2009-09,23.085,20.57,13.798
2009-10,23.085,20.57,13.798
2009-11,23.085,20.57,13.798
2009-12,23.085,20.57,13.798
2010-01,23.085,20.57,13.798
2010-02,23.085,20.57,13.798
2010-03,23.085,20.57,13.798
2010-04,23.085,20.57,13.798
2010-05,23.085,20.57,13.798
2010-06,23.085,20.57,13.798
2010-07,23.085,20.57,13.798
2010-08,23.085,20.57,13.798
2010-09,23.085,20.57,13.798
2010-10,23.085,20.57,13.798
2010-11,23.085,20.57,13.798
2010-12,23.085,20.57,13.798
2011-01,23.085,20.57,13.798
2011-02,23.085,20.57,13.798
2011-03,23.085,20.57,13.798
2011-04,23.085,20.57,13.798
2011-05,23.085,20.57,13.798
2011-06,23.085,20.57,13.798
2011-07,23.085,20.57,13.798
2011-08,23.085,20.57,13.798
2011-09,23.085,20.57,13.798
2011-10,23.085,20.57,13.798
2011-11,23.085,20.57,13.798
2011-12,23.085,20.57,13.798
2012-01,23.085,20.57,13.798
2012-02,23.085,20.57,13.798
2012-03,23.085,20.57,13.798
2012-04,23.085,20.57,13.798
2012-05,23.085,20.57,13.798
2012-06,23.085,20.57,13.798
2012-07,23.085,20.57,13.798
2012-08,23.229,20.57,13.798
,,,
Men's Olympic running records by year,,,
